"","year","state_location","school_name","school_level","school_type","enrollment","charter","magnet","virtual"
"571",2015,"OR","Clackamas Web Academy","Other","Regular","425","Yes","Not applicable","Yes"
"572",2015,"OR","Paisley School","Other","Regular","221","Yes","Not applicable","Yes"
"573",2015,"OR","Sheridan AllPrep Academy","Other","Regular","120","Yes","Not applicable","Yes"
"574",2015,"OR","Oregon Virtual Education - East","Other","Regular","0","Yes","Not applicable","Yes"
"575",2015,"PA","Susq-Cyber CS","High","Regular","103","Yes","No","Yes"
"576",2015,"PA","Pennsylvania Cyber CS","Other","Regular","9058","Yes","No","Yes"
"577",2015,"PA","Pennsylvania Virtual CS","Other","Regular","2316","Yes","No","Yes"
"578",2015,"PA","21st Century Cyber CS","Other","Regular","818","Yes","No","Yes"
"579",2015,"PA","Central PA Digital Lrng Foundation CS","Other","Regular","186","Yes","No","Yes"
"580",2015,"PA","Commonwealth Connections Academy CS","Other","Regular","8877","Yes","No","Yes"
"581",2015,"PA","Pennsylvania Distance Learning CS","Other","Regular","461","Yes","No","Yes"
"582",2015,"PA","Pennsylvania Leadership CS","Other","Regular","2390","Yes","No","Yes"
"583",2015,"PA","Achievement House CS","High","Regular","542","Yes","No","Yes"
"584",2015,"PA","Agora Cyber CS","Other","Regular","8153","Yes","No","Yes"
"585",2015,"PA","ASPIRA Bilingual Cyber Charter School","Other","Regular","196","Yes","No","Yes"
"586",2015,"PA","Esperanza Cyber CS","Other","Regular","131","Yes","No","Yes"
"587",2015,"PA","Education Plus Academy Cyber CS","Primary","Regular","412","Yes","No","Yes"
"588",2015,"PA","ACT Academy Cyber CS","High","Regular","89","Yes","No","Yes"
"589",2015,"-1","SC Virtual Charter School","Other","Regular","3422","Yes","No","Yes"
"590",2015,"-1","SC Connections Academy","Other","Regular","3648","Yes","No","Yes"
"591",2015,"-1","Provost Academy South Carolina","High","Regular","538","Yes","No","Yes"
"592",2015,"-1","South Carolina Calvert Academy","Primary","Regular","237","Yes","No","Yes"
"593",2015,"-1","SC Whitmore School","High","Regular","324","Yes","No","Yes"
"594",2015,"-1","Cyber Academy of South Carolina","Other","Regular","930","Yes","No","Yes"
"595",2015,"SD","Chester Area Cyber School - 39","High","Other","170","No","Not applicable","Yes"
"596",2015,"SD","Elk Mountain Virtual HS - 03","High","Regular","1","No","Not applicable","Yes"
"597",2015,"SD","Oglala Lakota County Virtual High School - 08","High","Regular","119","No","Not applicable","Yes"
"598",2015,"TN","Memphis Virtual School","Other","Regular","102","No","No","Yes"
"599",2015,"TN","Bradley County Virtual School","Other","Regular","70","No","No","Yes"
"600",2015,"TN","Tennessee Online Public School","High","Regular","208","No","No","Yes"
"601",2015,"TN","Hamilton County Virtual School","Other","Regular","30","No","No","Yes"
"602",2015,"TN","VITAL:  Upper Cumberland e-Learning Network","Other","Regular","7","No","No","Yes"
"603",2015,"TN","Robertson Co. Virtual School","Other","Regular","36","No","No","Yes"
"604",2015,"TN","Tennessee Virtual Academy","Primary","Regular","634","No","No","Yes"
"605",2015,"TN","Tennessee Virtual On-Line School","Other","Regular","43","No","No","Yes"
"606",2015,"UT","ALPINE ONLINE SCHOOL","Primary","Regular","213","No","No","Yes"
"607",2015,"UT","EAST SHORE ELECTRONIC HIGH","High","Regular","22","No","No","Yes"
"608",2015,"UT","UTAH VIRTUAL ACADEMY","Other","Regular","1914","Yes","No","Yes"
"609",2015,"UT","MOUNTAIN HEIGHTS ACADEMY","High","Regular","505","Yes","No","Yes"
"610",2015,"UT","UTAH CONNECTIONS ACADEMY","Other","Regular","905","Yes","No","Yes"
"611",2015,"UT","UTAH ELECTRONIC HIGH SCHOOL","Other","Regular","0","No","No","Yes"
"612",2015,"UT","LUMEN SCHOLAR INSTITUTE","Other","Regular","544","Yes","No","Yes"
"613",2015,"UT","ONLINE SCHOOL","Primary","Regular","34","No","No","Yes"
"614",2015,"UT","ESCHOOL@PROVO SCHOOL DISTRICT","Other","Regular","2657","No","No","Yes"
"615",2015,"UT","SEVIER CONNECTION ONLINE","Other","Regular","0","No","No","Yes"
"616",2015,"UT","SOUTH SANPETE EDUCATION SUPPORT CENTER","Other","Regular","26","No","No","Yes"
"617",2015,"UT","TOOELE ONLINE K-8","Primary","Regular","0","No","No","Yes"
"618",2015,"UT","UINTAH ONLINE SCHOOL","Primary","Regular","29","No","No","Yes"
"619",2015,"UT","WASATCH LEARNING ACADEMY","Primary","Regular","1","No","No","Yes"
"620",2015,"UT","UTAH ONLINE K8","Primary","Regular","757","No","No","Yes"
"621",2015,"UT","UTAH ONLINE 7-12","High","Regular","259","No","No","Yes"
"622",2015,"UT","WEBER ONLINE K-6","Primary","Regular","5","No","No","Yes"
"623",2015,"WI","Link2Learn Virtual Charter School","Other","Regular","63","Yes","No","Yes"
"624",2015,"WI","Appleton eSchool","High","Regular","14","Yes","No","Yes"
"625",2015,"WI","Wisconsin Connections Academy","Other","Regular","616","Yes","No","Yes"
"626",2015,"WI","Advanced Learning Academy of Wisconsin","Other","Regular","67","Yes","No","Yes"
"627",2015,"WI","Beloit Virtual School","Other","Regular","38","No","No","Yes"
"628",2015,"WI","Bobcat Virtual Academy","Other","Regular","2","Yes","No","Yes"
"629",2015,"WI","Cameron Academy of Virtual Education","Other","Other","82","Yes","No","Yes"
"630",2015,"WI","Island City Virtual Academy","Other","Regular","13","Yes","No","Yes"
"631",2015,"WI","De Soto Virtual School","Other","Regular","1","Yes","No","Yes"
"632",2015,"WI","KM Global Sch","High","Regular","71","Yes","No","Yes"
"633",2015,"WI","Elkhorn Options Virtual School","Other","Regular","67","Yes","No","Yes"
"634",2015,"WI","Wisconsin Virtual Learning","Other","Regular","422","Yes","No","Yes"
"635",2015,"WI","CRE8 Charter School","Primary","Regular","3","Yes","No","Yes"
"636",2015,"WI","Gilletts Occupation and Leadership Academy","Other","Regular","17","Yes","No","Yes"
"637",2015,"WI","iForward","Other","Regular","541","Yes","No","Yes"
"638",2015,"WI","Saint Croix Academy of Virtual Education","Other","Regular","17","Yes","No","Yes"
"639",2015,"WI","Hayward Ctr for Individualized Learning","Other","Regular","200","Yes","No","Yes"
"640",2015,"WI","ARISE Virtual Academy","Other","Regular","93","Yes","No","Yes"
"641",2015,"WI","Kenosha eSchool K-12","Other","Regular","111","Yes","No","Yes"
"642",2015,"WI","Kiel eSchool","High","Regular","0","Yes","No","Yes"
"643",2015,"WI","Wisconsin Virtual Academy K-8 (WIVA)","Primary","Regular","903","Yes","No","Yes"
"644",2015,"WI","Wisconsin Virtual Academy High (WIVA)","High","Regular","994","Yes","No","Yes"
"645",2015,"WI","Rural Virtual Academy","Other","Regular","254","Yes","No","Yes"
"646",2015,"WI","Bridges Virtual Academy","Other","Regular","610","Yes","No","Yes"
"647",2015,"WI","21st Century eSchool","Other","Regular","56","Yes","No","Yes"
"648",2015,"WI","Northwood Virtual Charter School","Other","Regular","0","Yes","No","Yes"
"649",2015,"WI","Montello Virtual Charter School","Other","Regular","13","Yes","No","Yes"
"650",2015,"WI","Mighty River Academy of Virtual Education","Other","Regular","15","Yes","No","Yes"
"651",2015,"WI","Richland Online Academy","Other","Regular","12","Yes","No","Yes"
"652",2015,"WI","George D Warriner High School for Personalized Learning","High","Regular","116","Yes","No","Yes"
"653",2015,"WI","George D Warriner Middle","Middle","Regular","67","Yes","No","Yes"
"654",2015,"WI","Laker Online","Other","Regular","1","Yes","No","Yes"
"655",2015,"WI","eAchieve Elementary","Primary","Regular","51","Yes","No","Yes"
"656",2015,"WI","eAchieve Academy - Wisconsin","Other","Regular","595","Yes","No","Yes"
"657",2015,"WI","Wausau Area Virtual Education","Other","Regular","6","No","No","Yes"
"658",2015,"WI","Wauwatosa Virtual Academy","Other","Regular","115","Yes","No","Yes"
"659",2015,"WI","JEDI Virtual K-12","Other","Other","0","Yes","No","Yes"
"660",2015,"-1","DoDEA Virtual High School","High","Regular","32","Not applicable","No","Yes"
