,Gender,Institution Type,IT Student,Location,Load-shedding,Internet Type,Self Lms,Age_11-15,Age_16-20,Age_26-30,Age_6-10,Education Level_University,Financial Condition_Poor,Financial Condition_Rich,Network Type_4G,Class Duration_1-3,Class Duration_3-6,Device_Mobile,Device_Tab,Adaptivity Level
655,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2
656,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
657,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
658,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
659,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
660,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2
661,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
662,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
663,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
664,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2
665,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2
666,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
667,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2
668,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
669,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2
670,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
671,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
672,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
673,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
674,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
675,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
676,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
677,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
678,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
679,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2
680,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
681,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
682,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2
683,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,2
684,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
685,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
686,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2
687,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
688,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
689,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
690,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2
691,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
692,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2
693,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2
694,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
695,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2
696,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
697,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
698,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
699,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
700,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
701,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
702,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
703,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
704,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
705,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2
706,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
707,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
708,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
709,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2
710,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
711,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
712,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1
713,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2
714,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
715,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
716,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
717,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
718,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
719,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
720,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
721,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2
722,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2
723,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
724,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
725,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
726,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2
727,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
728,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
729,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
730,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2
731,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,2
732,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
733,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
734,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
735,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
736,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
737,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
738,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
739,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
740,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,2
741,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2
742,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
743,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
744,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
745,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
746,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2
747,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
748,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0
749,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2
750,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
751,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
752,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2
753,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
754,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2
755,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
756,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2
757,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
758,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
760,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
761,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
762,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2
763,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
764,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
765,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
766,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
767,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
768,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
769,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
770,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
771,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
772,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
773,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
774,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
775,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
776,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
777,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
778,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
779,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2
780,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2
781,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
782,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
783,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
784,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
785,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
786,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
787,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
788,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0
789,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
790,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
791,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
793,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
795,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
796,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2
797,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2
798,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
799,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
800,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2
801,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2
802,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
803,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
804,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
805,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
806,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2
807,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
808,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
809,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
810,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0
811,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
812,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
813,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
814,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
815,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
816,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2
817,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
818,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
819,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
820,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
821,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
822,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
823,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
824,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
825,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
826,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
827,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2
828,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2
829,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2
830,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
831,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
832,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
833,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
834,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
835,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
836,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
837,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
838,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2
839,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
840,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2
841,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
842,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
843,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2
844,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
845,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
846,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
847,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
848,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
849,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
850,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
852,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
853,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
854,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
856,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
857,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
858,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,2
859,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
860,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
861,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
862,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
863,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
864,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
865,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
866,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
867,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2
868,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2
869,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
870,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
871,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
872,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
873,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
874,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
875,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2
876,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
877,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
878,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
879,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
880,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
881,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
882,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
883,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2
884,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
885,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2
886,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
887,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2
888,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2
889,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
890,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2
891,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2
892,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2
893,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
894,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
895,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2
896,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
897,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2
898,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
899,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
900,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2
901,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
902,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
903,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2
904,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
905,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0
906,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
907,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
908,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,2
909,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
910,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
911,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
912,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
913,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
914,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
915,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
916,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
917,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,2
918,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
919,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
920,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
921,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
922,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
923,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
924,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
925,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
926,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
927,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
928,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
929,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2
930,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
931,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
932,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
933,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2
934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
935,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,2
936,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
937,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
938,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
939,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
940,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
941,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
942,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
943,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
944,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2
945,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
946,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
947,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
948,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
949,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
950,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
951,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
952,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2
953,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
954,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
955,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
956,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
957,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2
958,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
959,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
960,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
961,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2
962,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
963,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2
964,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
965,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2
966,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
967,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
968,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
969,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,2
970,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,2
971,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
972,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
973,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2
974,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
975,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
976,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
977,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
979,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
980,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2
981,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
982,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
983,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2
